Simulation_Time,Event_Type,Drone_1,Drone_2,Distance,Collision_Threshold,Drone_1_Position,Drone_2_Position,Drone_1_Speed,Drone_2_Speed
48221.00,COLLISION_START,FP000511,FP000517,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48221.00,COLLISION_START,FP000499,FP000517,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48221.00,COLLISION_START,FP000516,FP000517,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48397.00,COLLISION_START,FP000501,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48397.00,COLLISION_START,FP000511,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48397.00,COLLISION_START,FP000499,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48397.00,COLLISION_START,FP000513,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48397.00,COLLISION_START,FP000510,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48397.00,COLLISION_START,FP000517,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48397.00,COLLISION_START,FP000516,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48397.00,COLLISION_START,FP000514,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48507.00,COLLISION_START,FP000499,FP000508,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48507.00,COLLISION_START,FP000501,FP000508,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48507.00,COLLISION_START,FP000508,FP000510,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48507.00,COLLISION_START,FP000508,FP000514,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48507.00,COLLISION_START,FP000508,FP000516,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48507.00,COLLISION_START,FP000508,FP000517,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48507.00,COLLISION_START,FP000508,FP000511,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48507.00,COLLISION_START,FP000508,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48507.00,COLLISION_START,FP000508,FP000513,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000499,FP000512,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000511,FP000512,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000508,FP000512,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000501,FP000512,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000512,FP000516,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000512,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000512,FP000513,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000512,FP000517,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000512,FP000514,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48518.00,COLLISION_START,FP000510,FP000512,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
48527.00,COLLISION_END,FP000499,FP000514,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48527.00,COLLISION_END,FP000499,FP000511,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48527.00,COLLISION_END,FP000499,FP000501,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48527.00,COLLISION_END,FP000499,FP000510,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48527.00,COLLISION_END,FP000499,FP000513,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48527.00,COLLISION_END,FP000499,FP000516,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48527.00,COLLISION_END,FP000499,FP000517,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48527.00,COLLISION_END,FP000499,FP000519,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48527.00,COLLISION_END,FP000499,FP000508,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48527.00,COLLISION_END,FP000499,FP000512,32.40,30.00,"(10262.88,32.40,8095.92)","(10262.88,0.00,8095.92)",10.80,0.00
48529.00,COLLISION_END,FP000501,FP000514,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48529.00,COLLISION_END,FP000501,FP000511,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48529.00,COLLISION_END,FP000501,FP000512,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48529.00,COLLISION_END,FP000501,FP000510,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48529.00,COLLISION_END,FP000501,FP000513,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48529.00,COLLISION_END,FP000501,FP000516,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48529.00,COLLISION_END,FP000501,FP000517,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48529.00,COLLISION_END,FP000501,FP000519,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48529.00,COLLISION_END,FP000501,FP000508,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48529.00,COLLISION_START,FP000499,FP000501,17.00,30.00,"(10262.88,50.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
48532.00,COLLISION_END,FP000499,FP000501,55.86,30.00,"(10287.94,50.00,8067.62)","(10260.51,50.00,8018.96)",12.60,38.50
48734.00,COLLISION_END,FP000508,FP000510,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
48734.00,COLLISION_END,FP000510,FP000512,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48734.00,COLLISION_END,FP000510,FP000514,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48734.00,COLLISION_END,FP000510,FP000511,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48734.00,COLLISION_END,FP000510,FP000513,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48734.00,COLLISION_END,FP000510,FP000516,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48734.00,COLLISION_END,FP000510,FP000517,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48734.00,COLLISION_END,FP000510,FP000519,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
48766.00,COLLISION_END,FP000514,FP000517,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48766.00,COLLISION_END,FP000514,FP000516,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48766.00,COLLISION_END,FP000514,FP000519,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48766.00,COLLISION_END,FP000508,FP000511,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
48766.00,COLLISION_END,FP000508,FP000514,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
48766.00,COLLISION_END,FP000512,FP000514,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
48766.00,COLLISION_END,FP000513,FP000514,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
48766.00,COLLISION_END,FP000511,FP000519,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48766.00,COLLISION_END,FP000511,FP000517,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48766.00,COLLISION_END,FP000511,FP000516,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48766.00,COLLISION_END,FP000511,FP000513,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48766.00,COLLISION_END,FP000511,FP000512,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48774.00,COLLISION_END,FP000511,FP000514,40.65,30.00,"(10085.03,14.87,8050.87)","(10123.15,14.88,8036.77)",20.00,20.00
48821.00,COLLISION_END,FP000512,FP000513,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
48821.00,COLLISION_END,FP000508,FP000513,40.00,30.00,"(10262.88,0.00,8095.92)","(10223.10,4.24,8096.16)",0.00,20.00
48821.00,COLLISION_END,FP000513,FP000519,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48821.00,COLLISION_END,FP000513,FP000516,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
48821.00,COLLISION_END,FP000513,FP000517,40.00,30.00,"(10223.10,4.24,8096.16)","(10262.88,0.00,8095.92)",20.00,0.00
49071.00,COLLISION_START,FP000502,FP000516,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49071.00,COLLISION_START,FP000502,FP000512,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49071.00,COLLISION_START,FP000502,FP000519,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49071.00,COLLISION_START,FP000502,FP000508,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49071.00,COLLISION_START,FP000502,FP000517,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49159.00,COLLISION_END,FP000502,FP000516,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
49159.00,COLLISION_END,FP000512,FP000516,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
49159.00,COLLISION_END,FP000508,FP000516,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
49159.00,COLLISION_END,FP000516,FP000519,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
49159.00,COLLISION_END,FP000516,FP000517,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
49222.00,COLLISION_END,FP000508,FP000517,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
49222.00,COLLISION_END,FP000512,FP000517,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
49222.00,COLLISION_END,FP000502,FP000517,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
49222.00,COLLISION_END,FP000517,FP000519,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
49399.00,COLLISION_END,FP000508,FP000519,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
49399.00,COLLISION_END,FP000502,FP000519,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
49399.00,COLLISION_END,FP000512,FP000519,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
49494.00,COLLISION_END,FP000502,FP000512,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
49494.00,COLLISION_END,FP000502,FP000508,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
49498.00,COLLISION_END,FP000508,FP000512,82.74,30.00,"(10119.79,15.24,8052.79)","(10091.63,15.24,8130.60)",44.00,44.00
49556.00,COLLISION_START,FP000502,FP000520,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49596.00,COLLISION_START,FP000522,FP000523,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
49654.00,COLLISION_START,FP000502,FP000518,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49654.00,COLLISION_START,FP000518,FP000520,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49745.00,COLLISION_START,FP000522,FP000526,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
49745.00,COLLISION_START,FP000523,FP000526,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
49789.00,COLLISION_END,FP000522,FP000523,44.00,30.00,"(21131.41,0.00,18971.89)","(21093.15,4.10,18950.54)",0.00,44.00
49789.00,COLLISION_END,FP000523,FP000526,44.00,30.00,"(21093.15,4.10,18950.54)","(21131.41,0.00,18971.89)",44.00,0.00
49791.00,COLLISION_END,FP000502,FP000520,43.20,30.00,"(10219.92,4.58,8096.18)","(10262.88,0.00,8095.92)",14.40,0.00
49791.00,COLLISION_END,FP000502,FP000518,43.20,30.00,"(10219.92,4.58,8096.18)","(10262.88,0.00,8095.92)",14.40,0.00
49818.00,COLLISION_START,FP000507,FP000520,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49818.00,COLLISION_START,FP000507,FP000518,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49853.00,COLLISION_END,FP000507,FP000520,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
49853.00,COLLISION_END,FP000518,FP000520,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
49878.00,COLLISION_START,FP000506,FP000518,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49878.00,COLLISION_START,FP000506,FP000507,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49879.00,COLLISION_START,FP000522,FP000524,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
49879.00,COLLISION_START,FP000524,FP000526,0.00,30.00,"(21131.41,0.00,18971.89)","(21131.41,0.00,18971.89)",0.00,0.00
49883.00,COLLISION_START,FP000500,FP000506,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49883.00,COLLISION_START,FP000500,FP000518,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
49883.00,COLLISION_START,FP000500,FP000507,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50156.00,COLLISION_START,FP000500,FP000503,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50156.00,COLLISION_START,FP000503,FP000506,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50156.00,COLLISION_START,FP000503,FP000518,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50156.00,COLLISION_START,FP000503,FP000507,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50318.00,COLLISION_START,FP000506,FP000521,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50318.00,COLLISION_START,FP000503,FP000521,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50318.00,COLLISION_START,FP000518,FP000521,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50318.00,COLLISION_START,FP000500,FP000521,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50318.00,COLLISION_START,FP000507,FP000521,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50334.00,COLLISION_END,FP000522,FP000524,44.00,30.00,"(21093.15,4.10,18950.54)","(21131.41,0.00,18971.89)",44.00,0.00
50334.00,COLLISION_END,FP000506,FP000518,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
50334.00,COLLISION_END,FP000500,FP000518,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
50334.00,COLLISION_END,FP000503,FP000518,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
50334.00,COLLISION_END,FP000518,FP000521,44.00,30.00,"(10219.12,4.66,8096.19)","(10262.88,0.00,8095.92)",44.00,0.00
50334.00,COLLISION_END,FP000507,FP000518,44.00,30.00,"(10262.88,0.00,8095.92)","(10219.12,4.66,8096.19)",0.00,44.00
50334.00,COLLISION_END,FP000524,FP000526,44.00,30.00,"(21131.41,0.00,18971.89)","(21093.15,4.10,18950.54)",0.00,44.00
50338.00,COLLISION_END,FP000522,FP000526,82.74,30.00,"(20989.20,15.24,18936.52)","(21017.37,15.24,18858.72)",44.00,44.00
50340.00,COLLISION_START,FP000507,FP000518,18.86,30.00,"(10262.88,0.00,8095.92)","(10251.79,15.24,8096.79)",0.00,44.00
50340.00,COLLISION_START,FP000503,FP000518,18.86,30.00,"(10262.88,0.00,8095.92)","(10251.79,15.24,8096.79)",0.00,44.00
50340.00,COLLISION_START,FP000500,FP000518,18.86,30.00,"(10262.88,0.00,8095.92)","(10251.79,15.24,8096.79)",0.00,44.00
50340.00,COLLISION_START,FP000506,FP000518,18.86,30.00,"(10262.88,0.00,8095.92)","(10251.79,15.24,8096.79)",0.00,44.00
50340.00,COLLISION_START,FP000518,FP000521,18.86,30.00,"(10251.79,15.24,8096.79)","(10262.88,0.00,8095.92)",44.00,0.00
50341.00,COLLISION_END,FP000507,FP000518,36.29,30.00,"(10262.88,0.00,8095.92)","(10295.79,15.24,8096.79)",0.00,44.00
50341.00,COLLISION_END,FP000503,FP000518,36.29,30.00,"(10262.88,0.00,8095.92)","(10295.79,15.24,8096.79)",0.00,44.00
50341.00,COLLISION_END,FP000500,FP000518,36.29,30.00,"(10262.88,0.00,8095.92)","(10295.79,15.24,8096.79)",0.00,44.00
50341.00,COLLISION_END,FP000506,FP000518,36.29,30.00,"(10262.88,0.00,8095.92)","(10295.79,15.24,8096.79)",0.00,44.00
50341.00,COLLISION_END,FP000518,FP000521,36.29,30.00,"(10295.79,15.24,8096.79)","(10262.88,0.00,8095.92)",44.00,0.00
50350.00,COLLISION_START,FP000503,FP000505,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50350.00,COLLISION_START,FP000500,FP000505,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50350.00,COLLISION_START,FP000505,FP000506,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50350.00,COLLISION_START,FP000505,FP000507,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50350.00,COLLISION_START,FP000505,FP000521,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50711.00,COLLISION_START,FP000521,FP000537,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50711.00,COLLISION_START,FP000503,FP000537,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50711.00,COLLISION_START,FP000505,FP000537,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50711.00,COLLISION_START,FP000506,FP000537,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50711.00,COLLISION_START,FP000507,FP000537,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50711.00,COLLISION_START,FP000500,FP000537,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50744.00,COLLISION_START,FP000537,FP000544,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50744.00,COLLISION_START,FP000521,FP000544,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50744.00,COLLISION_START,FP000503,FP000544,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50744.00,COLLISION_START,FP000505,FP000544,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50744.00,COLLISION_START,FP000500,FP000544,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50744.00,COLLISION_START,FP000507,FP000544,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50744.00,COLLISION_START,FP000506,FP000544,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50778.00,COLLISION_START,FP000505,FP000549,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50778.00,COLLISION_START,FP000521,FP000549,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50778.00,COLLISION_START,FP000544,FP000549,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50778.00,COLLISION_START,FP000500,FP000549,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50778.00,COLLISION_START,FP000537,FP000549,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50778.00,COLLISION_START,FP000503,FP000549,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50778.00,COLLISION_START,FP000506,FP000549,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50778.00,COLLISION_START,FP000507,FP000549,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
50822.00,COLLISION_END,FP000505,FP000507,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
50822.00,COLLISION_END,FP000503,FP000507,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
50822.00,COLLISION_END,FP000500,FP000507,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
50822.00,COLLISION_END,FP000506,FP000507,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
50822.00,COLLISION_END,FP000507,FP000521,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50822.00,COLLISION_END,FP000507,FP000537,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50822.00,COLLISION_END,FP000507,FP000544,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50822.00,COLLISION_END,FP000507,FP000549,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50879.00,COLLISION_END,FP000505,FP000506,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
50879.00,COLLISION_END,FP000503,FP000506,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
50879.00,COLLISION_END,FP000500,FP000506,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
50879.00,COLLISION_END,FP000506,FP000521,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50879.00,COLLISION_END,FP000506,FP000549,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50879.00,COLLISION_END,FP000506,FP000537,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50879.00,COLLISION_END,FP000506,FP000544,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50882.00,COLLISION_END,FP000500,FP000544,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50882.00,COLLISION_END,FP000500,FP000521,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50882.00,COLLISION_END,FP000500,FP000549,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50882.00,COLLISION_END,FP000500,FP000503,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50882.00,COLLISION_END,FP000500,FP000505,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
50882.00,COLLISION_END,FP000500,FP000537,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
51160.00,COLLISION_END,FP000503,FP000544,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
