Simulation_Time,Event_Type,Drone_1,Drone_2,Distance,Collision_Threshold,Drone_1_Position,Drone_2_Position,Drone_1_Speed,Drone_2_Speed
30744.00,COLLISION_START,FP000353,FP000360,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30798.00,COLLISION_END,FP000328,FP000329,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30798.00,COLLISION_END,FP000328,FP000332,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30798.00,COLLISION_END,FP000328,FP000346,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30798.00,COLLISION_END,FP000328,FP000330,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30798.00,COLLISION_END,FP000328,FP000345,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
30815.00,COLLISION_START,FP000353,FP000357,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30815.00,COLLISION_START,FP000357,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30815.00,COLLISION_START,FP000357,FP000360,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30880.00,COLLISION_START,FP000353,FP000355,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30880.00,COLLISION_START,FP000355,FP000357,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30880.00,COLLISION_START,FP000355,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30880.00,COLLISION_START,FP000355,FP000360,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30988.00,COLLISION_START,FP000357,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30988.00,COLLISION_START,FP000355,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30988.00,COLLISION_START,FP000369,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30988.00,COLLISION_START,FP000360,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
30988.00,COLLISION_START,FP000353,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31075.00,COLLISION_START,FP000332,FP000347,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31075.00,COLLISION_START,FP000346,FP000347,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31075.00,COLLISION_START,FP000345,FP000347,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31075.00,COLLISION_START,FP000330,FP000347,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31075.00,COLLISION_START,FP000329,FP000347,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31094.00,COLLISION_START,FP000355,FP000368,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31094.00,COLLISION_START,FP000357,FP000368,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31094.00,COLLISION_START,FP000360,FP000368,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31094.00,COLLISION_START,FP000353,FP000368,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31094.00,COLLISION_START,FP000368,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31094.00,COLLISION_START,FP000368,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31149.00,COLLISION_START,FP000355,FP000365,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31149.00,COLLISION_START,FP000357,FP000365,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31149.00,COLLISION_START,FP000360,FP000365,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31149.00,COLLISION_START,FP000365,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31149.00,COLLISION_START,FP000365,FP000368,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31149.00,COLLISION_START,FP000365,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31149.00,COLLISION_START,FP000353,FP000365,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31206.00,COLLISION_START,FP000365,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31206.00,COLLISION_START,FP000369,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31206.00,COLLISION_START,FP000355,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31206.00,COLLISION_START,FP000357,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31206.00,COLLISION_START,FP000360,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31206.00,COLLISION_START,FP000353,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31206.00,COLLISION_START,FP000370,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31206.00,COLLISION_START,FP000368,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31206.00,COLLISION_START,FP000329,FP000348,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31206.00,COLLISION_START,FP000332,FP000348,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31206.00,COLLISION_START,FP000347,FP000348,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31206.00,COLLISION_START,FP000346,FP000348,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31206.00,COLLISION_START,FP000345,FP000348,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31206.00,COLLISION_START,FP000330,FP000348,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31222.00,COLLISION_START,FP000357,FP000359,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31222.00,COLLISION_START,FP000355,FP000359,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31222.00,COLLISION_START,FP000353,FP000359,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31222.00,COLLISION_START,FP000359,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31222.00,COLLISION_START,FP000359,FP000360,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31222.00,COLLISION_START,FP000359,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31222.00,COLLISION_START,FP000359,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31222.00,COLLISION_START,FP000359,FP000365,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31222.00,COLLISION_START,FP000359,FP000368,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31258.00,COLLISION_END,FP000329,FP000330,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31258.00,COLLISION_END,FP000330,FP000348,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31258.00,COLLISION_END,FP000330,FP000347,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31258.00,COLLISION_END,FP000330,FP000332,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31258.00,COLLISION_END,FP000330,FP000345,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31258.00,COLLISION_END,FP000330,FP000346,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31313.00,COLLISION_START,FP000359,FP000363,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31313.00,COLLISION_START,FP000360,FP000363,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31313.00,COLLISION_START,FP000353,FP000363,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31313.00,COLLISION_START,FP000357,FP000363,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31313.00,COLLISION_START,FP000355,FP000363,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31313.00,COLLISION_START,FP000363,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31313.00,COLLISION_START,FP000363,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31313.00,COLLISION_START,FP000363,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31313.00,COLLISION_START,FP000363,FP000368,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31313.00,COLLISION_START,FP000363,FP000365,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31353.00,COLLISION_END,FP000359,FP000360,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31353.00,COLLISION_END,FP000355,FP000360,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31353.00,COLLISION_END,FP000357,FP000360,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31353.00,COLLISION_END,FP000353,FP000360,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31353.00,COLLISION_END,FP000360,FP000369,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31353.00,COLLISION_END,FP000360,FP000371,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31353.00,COLLISION_END,FP000360,FP000368,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31353.00,COLLISION_END,FP000360,FP000365,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31353.00,COLLISION_END,FP000360,FP000370,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31353.00,COLLISION_END,FP000360,FP000363,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31398.00,COLLISION_START,FP000332,FP000343,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31398.00,COLLISION_START,FP000343,FP000348,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31398.00,COLLISION_START,FP000343,FP000346,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31398.00,COLLISION_START,FP000343,FP000345,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31398.00,COLLISION_START,FP000343,FP000347,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31398.00,COLLISION_START,FP000329,FP000343,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31400.00,COLLISION_START,FP000332,FP000340,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31400.00,COLLISION_START,FP000340,FP000348,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31400.00,COLLISION_START,FP000340,FP000346,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31400.00,COLLISION_START,FP000340,FP000345,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31400.00,COLLISION_START,FP000340,FP000347,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31400.00,COLLISION_START,FP000340,FP000343,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31400.00,COLLISION_START,FP000329,FP000340,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31408.00,COLLISION_START,FP000331,FP000332,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31408.00,COLLISION_START,FP000331,FP000340,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31408.00,COLLISION_START,FP000331,FP000348,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31408.00,COLLISION_START,FP000331,FP000346,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31408.00,COLLISION_START,FP000331,FP000345,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31408.00,COLLISION_START,FP000331,FP000347,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31408.00,COLLISION_START,FP000331,FP000343,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31408.00,COLLISION_START,FP000329,FP000331,0.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,0.00,19027.54)",0.00,0.00
31458.00,COLLISION_START,FP000357,FP000366,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31458.00,COLLISION_START,FP000363,FP000366,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31458.00,COLLISION_START,FP000359,FP000366,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31458.00,COLLISION_START,FP000365,FP000366,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31458.00,COLLISION_START,FP000353,FP000366,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31458.00,COLLISION_START,FP000355,FP000366,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31458.00,COLLISION_START,FP000366,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31458.00,COLLISION_START,FP000366,FP000369,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31458.00,COLLISION_START,FP000366,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31458.00,COLLISION_START,FP000366,FP000368,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31483.00,COLLISION_END,FP000329,FP000332,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31483.00,COLLISION_END,FP000331,FP000332,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31483.00,COLLISION_END,FP000332,FP000346,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31483.00,COLLISION_END,FP000332,FP000340,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31483.00,COLLISION_END,FP000332,FP000343,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31483.00,COLLISION_END,FP000332,FP000347,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31483.00,COLLISION_END,FP000332,FP000348,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31483.00,COLLISION_END,FP000332,FP000345,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31493.00,COLLISION_START,FP000353,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000355,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000368,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000371,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000369,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000357,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000359,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000365,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000363,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000370,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31493.00,COLLISION_START,FP000366,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31535.00,COLLISION_END,FP000331,FP000345,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31535.00,COLLISION_END,FP000329,FP000345,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31535.00,COLLISION_END,FP000343,FP000345,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31535.00,COLLISION_END,FP000340,FP000345,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31535.00,COLLISION_END,FP000345,FP000348,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31535.00,COLLISION_END,FP000345,FP000347,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31537.00,COLLISION_END,FP000331,FP000346,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31537.00,COLLISION_END,FP000343,FP000346,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31537.00,COLLISION_END,FP000340,FP000346,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31537.00,COLLISION_END,FP000346,FP000347,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31537.00,COLLISION_END,FP000346,FP000348,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31537.00,COLLISION_END,FP000329,FP000346,45.00,30.00,"(4536.81,0.00,19027.54)","(4536.81,45.00,19027.54)",0.00,15.00
31538.00,COLLISION_END,FP000345,FP000346,35.00,30.00,"(4570.05,50.00,19016.60)","(4536.81,50.00,19027.54)",17.50,0.00
31554.00,COLLISION_END,FP000366,FP000369,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31554.00,COLLISION_END,FP000359,FP000369,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31554.00,COLLISION_END,FP000365,FP000369,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31554.00,COLLISION_END,FP000368,FP000369,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31554.00,COLLISION_END,FP000355,FP000369,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31554.00,COLLISION_END,FP000357,FP000369,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31554.00,COLLISION_END,FP000353,FP000369,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31554.00,COLLISION_END,FP000369,FP000371,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31554.00,COLLISION_END,FP000369,FP000370,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31554.00,COLLISION_END,FP000369,FP000373,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31554.00,COLLISION_END,FP000363,FP000369,33.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,33.00,8095.92)",0.00,33.00
31582.00,COLLISION_START,FP000353,FP000361,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000355,FP000361,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000357,FP000361,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000359,FP000361,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000361,FP000366,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000361,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000361,FP000363,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000361,FP000365,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000361,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000361,FP000371,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31582.00,COLLISION_START,FP000361,FP000368,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31630.00,COLLISION_END,FP000329,FP000343,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31630.00,COLLISION_END,FP000329,FP000347,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31630.00,COLLISION_END,FP000329,FP000340,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31630.00,COLLISION_END,FP000329,FP000331,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31630.00,COLLISION_END,FP000329,FP000348,45.00,30.00,"(4536.81,45.00,19027.54)","(4536.81,0.00,19027.54)",15.00,0.00
31745.00,COLLISION_END,FP000353,FP000373,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000363,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000357,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000355,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000371,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000368,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000365,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000370,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000359,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000366,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31745.00,COLLISION_END,FP000353,FP000361,33.00,30.00,"(10262.88,33.00,8095.92)","(10262.88,0.00,8095.92)",33.00,0.00
31777.00,COLLISION_START,FP000352,FP000355,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31777.00,COLLISION_START,FP000352,FP000361,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31777.00,COLLISION_START,FP000352,FP000373,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31777.00,COLLISION_START,FP000352,FP000363,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31777.00,COLLISION_START,FP000352,FP000366,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31777.00,COLLISION_START,FP000352,FP000370,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
31777.00,COLLISION_START,FP000352,FP000359,0.00,30.00,"(10262.88,0.00,8095.92)","(10262.88,0.00,8095.92)",0.00,0.00
